Data,Temperatura,Umidade,IndiceCalor,MudancaTemp,MudancaUmi,MudancaSen
1708978190,77.0,38.0,228.230423,0,0,0
1708978192,77.0,38.0,228.230423,1,0,1
1708978193,77.0,34.0,206.18576,0,1,0
1708978195,77.0,34.0,206.18576,1,0,0
1708978196,77.0,31.0,190.034409,0,1,1
1708978198,77.0,31.0,190.034409,0,0,0
1708978199,76.0,29.0,173.995316,1,1,0
1708978201,76.0,29.0,173.995316,0,0,0
1708978202,76.0,26.0,158.996002,0,0,0
1708978204,76.0,26.0,158.996002,0,1,0
1708978206,75.0,25.0,149.503723,0,0,0
1708978207,75.0,25.0,149.503723,0,1,0
1708978209,74.0,24.0,140.518723,0,0,0
1708978210,74.0,24.0,140.518723,1,0,0
1708978212,73.0,23.0,132.027588,0,1,0
1708978213,73.0,23.0,132.027588,0,0,0
1708978215,73.0,22.0,127.784195,0,0,0
1708978216,73.0,22.0,127.784195,0,1,0
1708978218,72.0,22.0,124.01693,0,0,0
1708978219,72.0,22.0,124.01693,0,0,0
1708978221,70.0,22.0,116.690033,0,1,0
1708978222,70.0,22.0,116.690033,0,0,0
1708978224,69.0,21.0,109.631012,0,0,0
1708978225,69.0,21.0,109.631012,0,0,0
1708978227,69.0,21.0,109.631012,0,0,0
1708978228,69.0,21.0,109.631012,0,0,0
1708978230,69.0,21.0,109.631012,0,1,0
1708978231,69.0,21.0,109.631012,0,0,0
1708978233,68.0,21.0,106.307625,0,0,0
1708978234,68.0,21.0,106.307625,0,0,0
1708978236,68.0,21.0,106.307625,0,0,0
1708978238,68.0,21.0,106.307625,0,0,0
1708978239,67.0,21.0,103.049377,0,0,0
1708978241,67.0,21.0,103.049377,0,0,0
1708978242,66.0,21.0,99.856224,0,1,0
1708978244,66.0,21.0,99.856224,0,0,0
1708978245,65.0,21.0,96.728188,0,0,0
1708978247,65.0,21.0,96.728188,0,0,0
1708978249,64.0,21.0,93.665268,0,0,0
1708978250,64.0,21.0,93.665268,0,0,0
1708978251,64.0,21.0,93.665268,0,0,0
1708978253,64.0,21.0,93.665268,0,0,0
1708978254,63.0,21.0,90.667465,0,0,1
1708978256,63.0,21.0,90.667465,0,0,0
1708978257,62.0,21.0,87.734802,0,1,0
1708978259,62.0,21.0,87.734802,0,0,0
1708978260,62.0,21.0,87.734802,0,0,0
1708978262,62.0,21.0,87.734802,0,0,0
1708978264,62.0,21.0,87.734802,0,0,1
1708978265,62.0,21.0,87.734802,0,0,0
1708978267,61.0,21.0,84.867233,0,0,1
1708978268,61.0,21.0,84.867233,0,0,0
1708978276,58.0,21.0,76.65522,0,0,0
1708978278,58.0,21.0,76.65522,0,0,0
1708978279,58.0,21.0,76.65522,0,0,0
1708978281,58.0,21.0,76.65522,0,0,0
1708978282,57.0,21.0,74.048134,0,0,0
1708978284,57.0,21.0,74.048134,0,0,0
1708978285,56.0,21.0,71.506149,0,0,0
1708978287,56.0,21.0,71.506149,0,0,0
1708978288,56.0,21.0,71.506149,0,0,0
1708978290,56.0,21.0,71.506149,0,0,0
1708978291,55.0,21.0,69.029274,0,0,0
1708978293,55.0,21.0,69.029274,0,0,0
1708978294,54.0,21.0,66.617523,0,0,0
1708978296,54.0,21.0,66.617523,0,0,0
1708978297,54.0,21.0,66.617523,0,0,0
1708978299,54.0,21.0,66.617523,0,0,0
1708978300,53.0,21.0,64.270897,0,0,0
1708978302,53.0,21.0,64.270897,0,0,0
1708978303,52.0,21.0,61.989372,0,0,0
1708978305,52.0,21.0,61.989372,0,0,0
1708978306,51.0,21.0,59.77298,0,0,0
1708978308,51.0,21.0,59.77298,0,0,0
1708978310,51.0,21.0,59.77298,0,0,0
1708978311,51.0,21.0,59.77298,0,0,0
1708978313,50.0,21.0,57.621689,0,0,0
1708978314,50.0,21.0,57.621689,0,0,0
1708978316,49.0,20.0,54.61488,0,0,0
1708978317,49.0,20.0,54.61488,0,0,0
1708978319,49.0,20.0,54.61488,0,0,0
1708978320,49.0,20.0,54.61488,0,0,0
1708978322,48.0,20.0,52.677761,0,0,0
1708978323,48.0,20.0,52.677761,0,0,0
1708978325,48.0,20.0,52.677761,0,0,1
1708978326,48.0,20.0,52.677761,0,0,0
1708978328,47.0,19.0,50.064201,0,0,0
1708978329,47.0,19.0,50.064201,1,0,0
1708978331,47.0,19.0,50.064201,0,0,1
1708978332,47.0,19.0,50.064201,0,0,0
1708978334,46.0,19.0,48.323925,0,0,0
1708978335,46.0,19.0,48.323925,0,0,0
1708978337,46.0,19.0,48.323925,1,0,1
1708978338,46.0,19.0,48.323925,0,0,0
1708978340,45.0,19.0,46.64048,0,0,0
1708978342,45.0,19.0,46.64048,0,0,0
1708978343,45.0,18.0,46.066612,1,0,1
1708978345,45.0,18.0,46.066612,0,0,0
1708978346,44.0,18.0,44.505783,0,0,0
1708978348,44.0,18.0,44.505783,0,0,0
1708978349,44.0,19.0,45.013882,0,0,0
1708978351,44.0,19.0,45.013882,1,1,0
1708978352,43.0,20.0,43.906906,0,0,1
1708978354,43.0,20.0,43.906906,0,0,0
1708978355,43.0,20.0,43.906906,0,0,0
1708978357,43.0,20.0,43.906906,0,0,0
1708978358,42.0,20.0,42.335693,1,0,1
1708978360,42.0,20.0,42.335693,0,0,0
1708978361,42.0,21.0,42.755619,0,0,0
1708978363,42.0,21.0,42.755619,0,0,0
1708978365,41.0,21.0,41.190388,1,0,0
1708978366,41.0,21.0,41.190388,0,0,1
1708978368,41.0,22.0,41.569897,0,0,0
1708978369,41.0,22.0,41.569897,0,0,0
1708978371,40.0,22.0,40.018024,1,0,0
1708978372,40.0,22.0,40.018024,0,0,0
1708978374,40.0,23.0,40.359505,0,0,1
1708978375,40.0,23.0,40.359505,0,0,0
1708978377,40.0,23.0,40.359505,1,0,0
1708978378,40.0,23.0,40.359505,0,0,0
1708978380,39.0,23.0,38.828342,0,0,0
1708978381,39.0,23.0,38.828342,0,0,1
1708978383,39.0,23.0,38.828342,1,0,0
1708978384,39.0,23.0,38.828342,0,0,0
1708978386,38.0,22.0,37.121983,0,0,0
1708978387,38.0,22.0,37.121983,0,1,1
1708978389,38.0,22.0,37.121983,1,0,0
1708978391,38.0,22.0,37.121983,0,0,0
1708978392,38.0,22.0,37.121983,0,1,0
1708978394,38.0,22.0,37.121983,0,0,1
1708978395,38.0,22.0,37.121983,1,0,0
1708978397,38.0,22.0,37.121983,0,0,0
1708978398,37.0,22.0,35.777802,0,0,0
1708978400,37.0,22.0,35.777802,0,0,0
1708978401,37.0,22.0,35.777802,0,0,1
1708978403,37.0,22.0,35.777802,1,1,0
1708978404,37.0,21.0,35.580616,0,0,0
1708978406,37.0,21.0,35.580616,0,0,1
1708978407,36.0,21.0,34.340965,0,0,0
1708978409,36.0,21.0,34.340965,0,0,0
1708978411,36.0,21.0,34.340965,1,0,0
1708978412,36.0,21.0,34.340965,0,0,1
1708978413,36.0,21.0,34.340965,0,0,0
1708978415,36.0,21.0,34.340965,0,0,0
1708978417,36.0,21.0,34.340965,0,0,0
1708978418,36.0,21.0,34.340965,1,0,1
1708978420,35.0,20.0,33.044857,0,0,0
1708978421,35.0,20.0,33.044857,0,0,0
1708978423,35.0,20.0,33.044857,0,0,0
1708978424,35.0,20.0,33.044857,0,0,0
1708978426,35.0,20.0,33.044857,0,0,0
1708978427,35.0,20.0,33.044857,1,0,1
1708978429,35.0,20.0,33.044857,0,0,0
1708978430,35.0,20.0,33.044857,0,0,0
1708978432,34.0,20.0,31.96154,1,0,0
1708978433,34.0,20.0,31.96154,0,0,0
1708978435,34.0,20.0,31.96154,0,0,1
1708978436,34.0,20.0,31.96154,0,0,0
1708978438,34.0,20.0,31.96154,1,0,0
1708978439,34.0,20.0,31.96154,0,0,0
1708978441,34.0,20.0,31.96154,0,0,1
1708978442,34.0,20.0,31.96154,0,0,0
1708978444,33.0,20.0,30.939217,0,0,0
1708978446,33.0,20.0,30.939217,1,0,0
1708978447,33.0,20.0,30.939217,0,0,0
1708978449,33.0,20.0,30.939217,0,0,1
1708978450,33.0,21.0,31.012709,0,0,0
1708978452,33.0,21.0,31.012709,1,0,0
1708978453,33.0,21.0,31.012709,0,0,0
1708978455,33.0,21.0,31.012709,0,0,1
1708978456,33.0,21.0,31.012709,0,0,0
1708978458,33.0,21.0,31.012709,0,0,0
1708978459,32.0,22.0,30.095409,1,0,0
1708978461,32.0,22.0,30.095409,0,0,0
1708978462,32.0,23.0,30.163548,0,0,0
1708978464,32.0,23.0,30.163548,1,0,1
1708978465,32.0,24.0,30.237925,0,0,0
1708978467,32.0,24.0,30.237925,0,0,0
1708978468,32.0,25.0,30.318546,0,0,0
1708978470,32.0,25.0,30.318546,0,0,0
1708978472,32.0,26.0,30.405415,0,0,1
1708978473,32.0,26.0,30.405415,1,0,0
1708978475,32.0,28.0,30.597878,0,0,0
1708978476,32.0,28.0,30.597878,0,1,0
1708978478,32.0,29.0,30.703474,1,1,0
1708978479,32.0,29.0,30.703474,0,1,0
1708978481,32.0,31.0,30.933401,0,0,1
1708978482,32.0,31.0,30.933401,0,1,0
1708978484,32.0,32.0,31.05773,0,0,0
1708978485,32.0,32.0,31.05773,0,1,0
1708978487,31.0,34.0,30.141804,0,0,0
1708978488,31.0,34.0,30.141804,0,1,0
1708978490,31.0,35.0,30.257156,1,0,0
1708978491,31.0,35.0,30.257156,0,0,0
1708978502,31.0,41.0,31.059391,0,1,0
1708978504,31.0,41.0,31.059391,0,0,0
1708978505,31.0,41.0,31.059391,1,0,0
1708978507,31.0,41.0,31.059391,0,0,0
1708978508,31.0,40.0,30.912573,0,1,0
1708978510,31.0,40.0,30.912573,0,0,0
1708978511,31.0,40.0,30.912573,0,1,1
1708978513,31.0,40.0,30.912573,0,0,0
1708978514,31.0,40.0,30.912573,1,0,0
